V_COD_ESTA,V_COD_ANESTA,V_NOM_ESTA,D_FEC_INI,D_FEC_FIN,N_PORCENTAJE,N_NRO_DIA,V_NOM_DRE,V_COD_TIPO,V_COD_CATE,V_DESC_CATE,V_DESL_CATE,V_COD_SIHI,V_NOM_SIHI,V_COD_CUEN,V_NOM_CUEN,V_COD_SECTOR,N_ALT_MTS,N_LON_SIG,N_LAT_SIG,V_COD_COND,PER_INI,PER_FIN
205010,205010,LOCUMBA,01/09/1963,31/03/2023,13,"2,750",DIRECCION ZONAL DE TACNA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,48,LOCUMBA,0003,570,-71,-18,F,1963-09,2023-03
200418,200419,LOCUTO,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,122,-80,-5,C,,
111018,000534,LOMAS DE LACHAY,01/08/1930,31/03/2023,85,"28,823",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0002,416,-77,-11,F,1930-08,2023-03
117009,000101,LOS CEDROS,01/01/1960,31/03/1998,74,"10,315",DIRECCION ZONAL DE PIURA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,02,TUMBES,0001,74,-81,-4,C,1960-01,1998-03
108062,154403,LOS CEDROS,01/01/1945,31/12/1950,100,"2,190",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"2,250",-78,-9,C,1945-01,1950-12
201704,201704,LOS CEDROS,01/09/1952,08/08/1974,56,"4,453",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,14,SANTA,0006,"2,475",-78,-9,C,1952-09,1974-08
107060,153210,MAGDALENA,01/09/1963,28/02/1994,94,"10,471",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,09,JEQUETEPEQUE,0004,"1,700",-79,-7,C,1963-09,1994-02
105062,000349,LA CASCARILLA,01/05/1988,31/03/2023,92,"11,780",DIRECCION ZONAL DE LAMBAYEQUE,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,13,ALTO MARAÑON,0016,"1,991",-79,-6,F,1988-05,2023-03
111120,155455,LA CIMA,01/01/1957,31/12/1974,100,"6,570",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,212",-76,-11,C,1957-01,1974-12
112106,155492,LA COBRIZA,01/01/1962,31/12/1971,100,"3,650",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"2,810",-74,-13,C,1962-01,1971-12
108025,000453,LA DIVISORIA,01/03/1995,31/03/2023,94,"9,619",DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,07,ALTO HUALLAGA,0016,"1,672",-76,-9,F,1995-03,2023-03
107093,153331,LA ENCAÑADA,01/10/1997,31/03/2023,99,"9,252",DIRECCION ZONAL DE CAJAMARCA,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,12,CRISNEJAS,0007,"2,980",-78,-7,F,1997-10,2023-03
104090,000230,LA ESPERANZA,01/07/1966,31/03/2023,98,"20,392",DIRECCION ZONAL DE PIURA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,04,CHIRA,0001,7,-81,-5,F,1966-07,2023-03
110109,155432,LA FUNDICION,01/01/1957,31/12/1972,100,"5,840",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,270",-76,-11,C,1957-01,1972-12
110069,155226,LA GRANJA,01/08/1963,30/04/1982,76,"5,202",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0016,"1,925",-75,-11,C,1963-08,1982-04
200402,200402,LA GREDA,01/01/1965,31/12/1975,79,"3,178",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,62,-80,-5,C,1965-01,1975-12
117006,000838,LA HACIENDITA,01/04/1965,31/03/2023,87,"18,352",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,46,TAMBO,0003,267,-72,-17,F,1965-04,2023-03
203815,203815,LA ISLA,,,,,DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,36,GRANDE,0003,362,-75,-15,C,,
116005,000804,LA JOYA,01/11/1965,31/03/2023,99,"20,726",DIRECCION ZONAL DE AREQUIPA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0009,"1,278",-72,-17,F,1965-11,2023-03
204711,204712,LA JOYA ANTIGUA,01/01/1971,28/09/2009,28,"3,979",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,45,QUILCA,0009,"2,053",-72,-16,C,1971-01,2009-09
108059,154400,LA PAMPA,01/01/1954,31/12/1961,100,"2,920",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"2,740",-78,-9,C,1954-01,1961-12
112105,155491,LA MEJORADA,01/01/1962,31/12/1971,100,"3,650",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,660",-75,-13,C,1962-01,1971-12
113089,156128,LARAMARCA,01/08/1963,31/03/1992,94,"9,832",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,36,GRANDE,0009,"3,350",-75,-14,C,1963-08,1992-03
111063,151306,LA OROYA,,,,,DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,770",-76,-12,C,,
111046,000604,LA OROYA,01/05/1993,30/04/2023,98,"10,743",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"3,842",-76,-12,F,1993-05,2023-04
220701,220701,LA NARANJA,,,,,DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,08,CHINCHIPE,0016,586,-79,-5,C,,
108031,000466,LA MORADA,01/06/1965,31/08/1981,96,"5,694",DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,07,ALTO HUALLAGA,0012,542,-76,-9,C,1965-06,1981-08
204712,204713,LA JOYA NUEVA SN ISD,01/01/1971,20/07/1986,60,"3,416",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,45,QUILCA,0009,"2,053",-72,-16,C,1971-01,1986-07
230922,230926,LA MEJORADA,,,,,DIRECCION ZONAL DE JUNIN,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,08,MANTARO,0008,"3,660",-75,-13,C,,
110095,155294,LA LEGUA,01/01/1957,31/12/1965,100,"3,285",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"4,266",-76,-11,C,1957-01,1965-12
112015,000511,LA MEJORADA,01/07/1936,31/12/1943,74,"2,039",DIRECCION ZONAL DE JUNIN,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,08,MANTARO,0008,"3,150",-75,-13,C,1936-07,1943-12
106087,153282,LA LUCUMA,01/01/1951,31/12/1971,90,"6,935",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,07,CHANCAY - LAMBAYEQUE,0004,"2,366",-79,-7,C,1951-01,1971-12
112027,000592,LA LIBERTAD,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,188",-75,-12,C,,
240112,260201,LA LIBERTAD,02/03/1986,30/09/2019,25,"3,071",DIRECCION ZONAL DE LORETO,H,06,HLM,HIDROLOGICA LIMNIMETRICA,4,AMAZONAS,02,NAPO,0013,100,-73,-3,P,1986-03,2019-09
103014,150207,LA LIBERTAD,01/12/1991,28/02/2023,99,"11,323",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,4,AMAZONAS,02,NAPO,0013,100,-73,-3,F,1991-12,2023-02
112089,155179,CALLANGAS,01/01/1965,31/12/1968,100,"1,460",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,31,CAÑETE,0006,"1,425",-76,-13,C,1965-01,1968-12
221821,221902,CAMPANILLA,01/03/2007,29/02/2020,32,"1,522",DIRECCION ZONAL DE SAN MARTIN,H,06,HLM,HIDROLOGICA LIMNIMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0013,308,-77,-7,P,2007-03,2020-02
204616,204617,CALLALLI,01/05/1978,07/12/1988,21,822,DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,44,CAMANA,0009,"3,807",-71,-16,C,1978-05,1988-12
115106,157369,CALLALLI,01/11/1963,31/12/1969,99,"2,222",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"3,825",-71,-16,C,1963-11,1969-12
210502,210502,PUENTE LOROCO CALLACAME,09/07/1994,22/02/2020,13,"1,232",DIRECCION ZONAL DE PUNO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,7,TITICACA,07,CALLACAME,0011,"3,862",-69,-17,F,1994-07,2020-02
110087,155286,CALZONCOCHA,01/01/1957,31/12/1965,100,"3,285",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,05,PERENE,0008,"4,200",-76,-11,C,1957-01,1965-12
117035,158319,CALIENTES,01/01/1964,31/05/1996,96,"11,325",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,50,CAPLINA,0009,"1,214",-70,-18,P,1964-01,1996-05
117015,000862,CALIENTES,01/06/1996,31/03/2023,98,"9,586",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,50,CAPLINA,0009,"1,200",-70,-18,F,1996-06,2023-03
250102,250105,CALLAO,01/12/1986,31/03/1987,100,121,DIRECCION ZONAL DE LORETO,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,11,UCAYALI,0013,115,-74,-5,C,1986-12,1987-03
200101,200101,CANAL INTERNACIONAL,01/01/1957,30/09/1990,86,"10,550",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,01,ZARUMILLA,0001,8,-80,-3,C,1957-01,1990-09
111058,151205,CANCHACALLA,01/09/1987,01/09/2012,100,"9,102",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,26,RIMAC,0006,"2,400",-77,-12,C,1987-09,2012-09
204701,204701,CANAL ZAMACOLA,01/09/1968,14/12/1997,52,"5,579",DIRECCION ZONAL DE AREQUIPA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,45,QUILCA,0009,"4,435",-71,-16,C,1968-09,1997-12
200417,200418,CANAL YUSCAY,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,230,-80,-5,C,,
200411,200412,CANAL SECHURA,01/01/1970,31/12/1975,99,"2,161",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,10,-81,-6,C,1970-01,1975-12
202604,202604,CANAL HIDRO,,,,,DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,"3,640",-77,-11,C,,
200310,200311,CANAL CHIPILLICO,01/09/1969,30/11/2009,18,"2,610",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,300,-80,-5,C,1969-09,2009-11
200315,200316,CANAL  PELADOS,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,100,-81,-5,C,,
200314,200315,CANAL  DERIVACION POECHOS,01/03/1991,31/07/1995,89,"1,432",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,79,-81,-5,C,1991-03,1995-07
107079,153278,CAMPODEN,01/01/1940,31/12/1967,100,"10,220",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,10,CHICAMA,0006,"2,390",-79,-8,C,1940-01,1967-12
201210,201210,CANAL PACASMAYO,01/03/1969,31/08/1976,100,"2,741",DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,09,JEQUETEPEQUE,0001,5,-80,-7,C,1969-03,1976-08
112150,156216,ANCO,01/09/1963,30/09/1982,98,"6,817",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,09,APURIMAC,0010,"1,379",-74,-13,C,1963-09,1982-09
111004,000501,ALCANTARILLA,01/01/1967,30/04/2023,98,"20,054",DIRECCION ZONAL DE LIMA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,23,HUAURA,0002,131,-78,-11,F,1967-01,2023-04
202612,202613,ALCO,01/09/2008,07/10/2009,100,402,DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,"1,859",-77,-11,C,2008-09,2009-10
112122,155512,ALCOMACHAY,01/01/1970,31/12/1971,100,730,DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"2,150",-74,-13,C,1970-01,1971-12
104013,150303,ALIVIADEROS,01/01/1987,30/04/1988,100,486,DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0001,74,-81,-5,C,1987-01,1988-04
111071,155116,ALPAMARCA,01/04/1969,30/11/1985,99,"6,027",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,715",-76,-11,C,1969-04,1985-11
105012,152100,BERNAL,01/11/1963,31/03/2023,96,"20,724",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,05,PIURA,0001,11,-81,-5,F,1963-11,2023-03
112157,000486,CAPITANIA HUACHO,01/04/1955,31/01/1967,34,"1,463",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,23,HUAURA,0002,10,-78,-11,C,1955-04,1967-01
200318,200320,LAGARTERA,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,04,CHIRA,0001,472,-80,-5,C,,
112031,000597,LA VICTORIA,,,,,DIRECCION ZONAL DE JUNIN,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,08,MANTARO,0008,"3,224",-75,-12,C,,
107013,000384,LA UNION,01/08/1970,31/12/2022,75,"14,335",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,02,BIABO,0013,262,-76,-7,F,1970-08,2022-12
109031,000473,LA UNION,01/11/1963,31/03/1965,94,486,DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,2,MARAÑON,13,ALTO MARAÑON,0008,"3,201",-77,-10,C,1963-11,1965-03
205103,205103,LA TRANCA,01/09/1963,31/12/2004,63,"9,498",DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,49,SAMA,0003,810,-70,-18,C,1963-09,2004-12
104093,000234,LA TINA,01/09/1963,28/02/1981,100,"6,391",DIRECCION ZONAL DE PIURA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,04,CHIRA,0001,415,-80,-4,C,1963-09,1981-02
118002,000899,LA YARADA,01/04/1974,31/03/2023,73,"13,091",DIRECCION ZONAL DE TACNA,M,12,CP,CLIMATOLOGICA PRINCIPAL,1,PACIFICO,00,INTERCUENCA DEL PACIFICO,0003,30,-71,-18,F,1974-04,2023-03
117030,158313,CAIRANI,01/11/1970,31/03/2023,99,"18,961",DIRECCION ZONAL DE TACNA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,48,LOCUMBA,0009,"3,386",-70,-17,F,1970-11,2023-03
115041,000795,CABANACONDE,01/12/1950,30/04/2023,99,"26,206",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,44,CAMANA,0009,"3,333",-72,-16,F,1950-12,2023-04
115033,000780,CABANILLAS,01/12/1963,28/02/2023,100,"21,609",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,03,CABANILLAS,0011,"3,885",-70,-16,F,1963-12,2023-02
109014,000435,BUENA VISTA,01/08/1964,30/04/2023,97,"20,877",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,17,CASMA,0002,213,-78,-9,F,1964-08,2023-04
109033,000479,BREU,,,,,DIRECCION ZONAL DE HUANUCO,M,11,CO,CLIMATOLOGICA ORDINARIA,6,MADRE DE DIOS,01,YARUA,0014,259,-73,-10,C,,
105090,152402,BRETAÑA,01/12/1963,31/12/2022,92,"19,937",DIRECCION ZONAL DE LORETO,M,16,PE,PROPOSITO ESPECIFICO,5,UCAYALI,11,UCAYALI,0013,105,-74,-5,P,1963-12,2022-12
103012,150205,BELLAVISTA,01/12/1991,30/04/2023,97,"11,079",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,4,AMAZONAS,02,NAPO,0013,94,-73,-3,F,1991-12,2023-04
104061,000270,BORJA,01/03/1955,31/01/2023,39,"9,565",DIRECCION ZONAL DE LORETO,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,14,BAJO MARAÑON,0013,164,-78,-4,F,1955-03,2023-01
103031,000291,CABALLOCOCHA,01/06/1960,31/03/2023,81,"18,654",DIRECCION ZONAL DE LORETO,M,11,CO,CLIMATOLOGICA ORDINARIA,4,AMAZONAS,05,INTERCUENCA DEL AMAZONAS,0013,75,-71,-4,F,1960-06,2023-03
211706,215204,BOCATOMA,01/09/1963,31/12/1989,75,"7,183",DIRECCION ZONAL DE TACNA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,50,CAPLINA,0011,"4,264",-70,-18,C,1963-09,1989-12
100007,158331,BOCATOMA,01/02/1997,30/06/2004,"1,482","40,120",DIRECCION ZONAL DE TACNA,M,15,PLU,PLUVIOMETRICA,7,TITICACA,09,MAURE,0011,"4,266",-70,-18,C,1997-02,2004-06
204608,204608,BLANQUILLO,,,,,DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,44,CAMANA,0009,"4,444",-71,-16,C,,
200409,200410,BIGOTE,,,,,DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,05,PIURA,0001,335,-80,-5,C,,
107095,153345,CUZCO-BIAVO,01/10/1996,31/03/2023,96,"9,252",DIRECCION ZONAL DE SAN MARTIN,M,15,PLU,PLUVIOMETRICA,3,HUALLAGA,02,BIABO,0013,258,-76,-7,F,1996-10,2023-03
220804,220804,LA VIUDA,01/01/1968,30/06/1973,100,"2,008",DIRECCION ZONAL DE LAMBAYEQUE,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,08,CHINCHIPE,0005,"2,400",-79,-5,C,1968-01,1973-06
116017,000839,LA PAMPILLA,01/02/1931,31/03/2023,82,"27,454",DIRECCION ZONAL DE AREQUIPA,M,13,MAP,METEREOLOGICA AGRICOLA PRINCIPAL,1,PACIFICO,45,QUILCA,0009,"2,326",-72,-16,F,1931-02,2023-03
115096,157323,LA CALERA,01/08/1964,31/07/1979,100,"5,449",DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"4,540",-72,-15,C,1964-08,1979-07
230501,230501,LA ANGOSTURA,01/09/1962,30/07/2013,16,"2,903",DIRECCION ZONAL DE AREQUIPA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,5,UCAYALI,09,APURIMAC,0010,"4,153",-72,-15,C,1962-09,2013-07
107011,000380,JUANJUI,01/05/1952,31/08/1983,62,"7,122",DIRECCION ZONAL DE SAN MARTIN,M,11,CO,CLIMATOLOGICA ORDINARIA,3,HUALLAGA,04,SAPOSOA,0013,465,-77,-7,C,1952-05,1983-08
203703,203705,LA ACHIRANA,01/01/1948,30/04/1990,93,"14,395",DIRECCION ZONAL DE ICA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,35,ICA,0003,500,-76,-14,C,1948-01,1990-04
203101,203102,LA CAPILLA,01/05/1938,09/12/2019,54,"16,020",DIRECCION ZONAL DE LIMA,H,05,HLG,HIDROLOGICA LIMNIGRAFICA,1,PACIFICO,29,MALA,0002,403,-76,-13,F,1938-05,2019-12
107023,140313,KANZEL,01/01/1954,30/11/1967,45,"2,308",DIRECCION ZONAL DE CAJAMARCA,M,14,SIN,SINOPTICA,2,MARAÑON,12,CRISNEJAS,0007,"3,666",-78,-7,C,1954-01,1967-11
111139,155481,JUNIN,01/01/1969,31/12/1995,100,"9,855",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"4,138",-76,-11,C,1969-01,1995-12
105045,152209,JUMBILLA,01/09/1963,28/02/1974,94,"3,591",DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,07,IMAZA,0016,"2,284",-78,-6,C,1963-09,1974-02
115060,140704,JULIACA,01/09/1961,01/01/2013,69,"12,846",DIRECCION ZONAL DE PUNO,M,11,CO,CLIMATOLOGICA ORDINARIA,7,TITICACA,03,CABANILLAS,0011,"3,826",-70,-15,P,1961-09,2013-01
108043,154101,JULCAN,01/09/1963,31/03/2023,96,"20,817",DIRECCION ZONAL DE CAJAMARCA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,11,MOCHE,0006,"3,397",-78,-8,F,1963-09,2023-03
113094,156150,JULCAMARCA,01/01/1963,31/12/1967,100,"1,825",DIRECCION ZONAL DE JUNIN,M,15,PLU,PLUVIOMETRICA,5,UCAYALI,08,MANTARO,0008,"3,484",-74,-13,C,1963-01,1967-12
115023,000754,LA ANGOSTURA,01/11/1961,31/12/2017,99,"20,211",DIRECCION ZONAL DE AREQUIPA,M,11,CO,CLIMATOLOGICA ORDINARIA,5,UCAYALI,09,APURIMAC,0010,"4,258",-72,-15,C,1961-11,2017-12
109041,150905,LAGUNA UTUTO,01/12/1980,31/01/1999,80,"5,323",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,14,SANTA,0006,"4,049",-78,-10,C,1980-12,1999-01
205005,205005,LAGUNA ARICOTA,01/10/1963,30/11/1973,97,"3,602",DIRECCION ZONAL DE TACNA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,48,LOCUMBA,0009,"2,839",-70,-17,C,1963-10,1973-11
110092,155291,LAGUNA COCHAQUILLO,01/01/1995,30/04/2023,92,"9,518",DIRECCION ZONAL DE LIMA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,23,HUAURA,0006,"4,428",-77,-11,F,1995-01,2023-04
202606,202606,LAGUNA COCHAQUILLO,01/03/1967,30/06/1996,69,"7,427",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,"4,400",-77,-11,C,1967-03,1996-06
220204,220204,LAGUNA HUANGACOCHA,01/09/1971,30/12/1994,99,"8,399",DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,12,CRISNEJAS,0007,"3,895",-78,-8,F,1971-09,1994-12
113068,151504,LAGUNA HUICHINGA AURAHUA,01/06/1980,31/10/1997,93,"5,936",DIRECCION ZONAL DE ICA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,33,SAN JUAN,0006,"3,451",-76,-13,C,1980-06,1997-10
115065,152163,LAGUNA MACURCA,,,,,DIRECCION ZONAL DE AREQUIPA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,44,CAMANA,0009,"4,691",-72,-16,C,,
202605,202605,LAGUNA PATON,01/02/1968,29/03/1980,94,"4,192",DIRECCION ZONAL DE LIMA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,23,HUAURA,0006,"4,480",-77,-11,C,1968-02,1980-03
221806,221807,LAGUNA SAUCE,01/02/1972,31/08/2022,76,"14,084",DIRECCION ZONAL DE SAN MARTIN,H,06,HLM,HIDROLOGICA LIMNIMETRICA,3,HUALLAGA,07,ALTO HUALLAGA,0012,610,-76,-7,F,1972-02,2022-08
220202,220202,LAGUNA SAUSACOCHA,,,,,DIRECCION ZONAL DE CAJAMARCA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,2,MARAÑON,12,CRISNEJAS,0007,"3,176",-78,-8,C,,
104029,152125,LAGUNA SECA,01/04/1969,31/05/1996,84,"8,287",DIRECCION ZONAL DE PIURA,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,04,CHIRA,0004,"1,952",-79,-5,C,1969-04,1996-05
105006,150304,LAGUNA SHIMBE,,,,,DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,1,PACIFICO,54,CASCAJAL,0001,103,-80,-6,C,,
200102,200102,LA PALMA,01/01/1957,29/02/1988,92,"10,438",DIRECCION ZONAL DE PIURA,H,06,HLM,HIDROLOGICA LIMNIMETRICA,1,PACIFICO,01,ZARUMILLA,0001,43,-80,-4,C,1957-01,1988-02
106031,152220,LAMUD,01/09/1950,31/10/1953,29,336,DIRECCION ZONAL DE LAMBAYEQUE,M,15,PLU,PLUVIOMETRICA,2,MARAÑON,09,UTCUBAMBA,0016,"2,300",-78,-6,C,1950-09,1953-10
110001,000419,LAMPAS BAJO # 3,01/09/1957,30/04/1968,91,"3,558",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,20,FORTALEZA,0006,"4,410",-77,-10,C,1957-09,1968-04
110005,000431,LAMPAS ALTO # 2,01/11/1957,31/10/1972,92,"5,022",DIRECCION ZONAL DE LIMA,M,11,CO,CLIMATOLOGICA ORDINARIA,1,PACIFICO,14,SANTA,0006,"4,174",-77,-10,C,1957-11,1972-10
